 00Z 11 Sep 2017  185.45   27.38
 12Z 11 Sep 2017  0.15   25.16
 00Z 12 Sep 2017  0.00   10.18
 00Z 13 Sep 2017  0.00   9.57
 12Z 14 Sep 2017  0.00   17.65
 00Z 15 Sep 2017  0.00   18.53
 12Z 15 Sep 2017  0.19   12.01
 00Z 16 Sep 2017  0.00   13.93
 00Z 17 Sep 2017  2.51   12.24
 00Z 18 Sep 2017  0.00   12.43
 12Z 18 Sep 2017  0.00   11.80
 00Z 19 Sep 2017  0.00   9.39
 12Z 19 Sep 2017  0.00   8.83
 00Z 20 Sep 2017  0.00   17.05
 12Z 20 Sep 2017  0.00   35.90
 00Z 21 Sep 2017  0.00   36.68
 12Z 21 Sep 2017  0.00   32.27
 00Z 22 Sep 2017  0.00   21.79
 12Z 22 Sep 2017  0.00   10.23
 00Z 23 Sep 2017  0.00   11.26
 00Z 24 Sep 2017  0.00   13.07
 00Z 25 Sep 2017  0.00   15.52
 12Z 25 Sep 2017  0.00   23.37
 00Z 26 Sep 2017  0.00   22.22
 12Z 26 Sep 2017  0.00   23.54
 00Z 27 Sep 2017  0.00   32.44
 12Z 27 Sep 2017  0.00   15.80
 00Z 28 Sep 2017  0.68   11.31
 12Z 28 Sep 2017  6.27   15.47
 00Z 29 Sep 2017  0.00   19.68
 12Z 29 Sep 2017  0.00   23.01
 00Z 30 Sep 2017  0.00   27.40
 00Z 01 Oct 2017  702.65   28.29
 00Z 02 Oct 2017  15.32   22.77
 12Z 02 Oct 2017  186.71   19.13
 00Z 04 Oct 2017  0.00   18.74
 12Z 04 Oct 2017  0.00   16.62
 00Z 05 Oct 2017  72.45   16.96
 00Z 06 Oct 2017  0.00   11.46
 12Z 06 Oct 2017  0.00   13.56
 00Z 07 Oct 2017  0.00   9.46
 12Z 07 Oct 2017  0.00   8.49
 00Z 08 Oct 2017  0.00   12.22
 12Z 08 Oct 2017  0.00   16.96
 00Z 09 Oct 2017  0.00   31.56
 12Z 09 Oct 2017  0.00   19.01
 00Z 10 Oct 2017  0.00   13.30
 12Z 10 Oct 2017  0.00   10.49
 12Z 11 Oct 2017  0.00   15.88
 00Z 12 Oct 2017  0.00   16.26
 12Z 12 Oct 2017  0.00   25.34
 00Z 13 Oct 2017  0.09   24.31
 12Z 13 Oct 2017  0.00   17.69
 00Z 14 Oct 2017  0.00   13.23
 12Z 14 Oct 2017  0.00   10.27
 00Z 15 Oct 2017  0.00   14.24
 00Z 16 Oct 2017  0.00   13.98
 12Z 16 Oct 2017  0.00   12.09
 00Z 17 Oct 2017  0.00   30.66
 12Z 17 Oct 2017  0.00   29.17
 00Z 18 Oct 2017  124.96   25.65
 12Z 18 Oct 2017  11.72   20.82
 00Z 20 Oct 2017  0.00   9.30
 12Z 20 Oct 2017  0.00   11.81
 00Z 21 Oct 2017  2.70   22.26
 00Z 22 Oct 2017  7.87   18.78
 12Z 22 Oct 2017  0.10   7.18
 00Z 23 Oct 2017  0.00   7.67
 12Z 23 Oct 2017  0.00   8.44
 00Z 24 Oct 2017  0.00   14.39
 12Z 24 Oct 2017  0.00   15.68
 00Z 25 Oct 2017  0.00   14.86
 12Z 25 Oct 2017  0.00   18.80
 00Z 26 Oct 2017  11.97   21.95
 12Z 26 Oct 2017  0.00   23.68
 00Z 27 Oct 2017  0.00   20.08
 12Z 27 Oct 2017  112.40   32.16
 00Z 28 Oct 2017  4.64   18.49
 12Z 28 Oct 2017  0.00   15.18
 00Z 29 Oct 2017  0.00   17.94
 12Z 29 Oct 2017  437.16   32.61
 00Z 30 Oct 2017  1178.10   36.66
 12Z 30 Oct 2017  0.00   7.23
 00Z 31 Oct 2017  0.00   10.18
 12Z 31 Oct 2017  0.00   13.52
 00Z 01 Nov 2017  0.00   20.89
 12Z 01 Nov 2017  0.00   19.76
 00Z 02 Nov 2017  0.74   25.26
 12Z 02 Nov 2017  0.00   25.93
 00Z 03 Nov 2017  193.62   30.76
 12Z 03 Nov 2017  0.00   19.80
 00Z 04 Nov 2017  0.00   16.22
 12Z 04 Nov 2017  0.00   13.60
 00Z 05 Nov 2017  2.02   16.44
 12Z 05 Nov 2017  0.00   18.74
 00Z 06 Nov 2017  0.00   23.45
 00Z 07 Nov 2017  31.69   27.66
 12Z 07 Nov 2017  7.42   29.21
 00Z 08 Nov 2017  189.74   30.13
 12Z 08 Nov 2017  410.87   31.78
 00Z 09 Nov 2017  257.74   20.62
 12Z 09 Nov 2017  0.00   12.68
 00Z 10 Nov 2017  0.00   13.99
 12Z 10 Nov 2017  204.67   17.81
 00Z 11 Nov 2017  5.48   17.04
 00Z 12 Nov 2017  0.00   11.99
 12Z 12 Nov 2017  0.00   13.59
 00Z 13 Nov 2017  0.00   14.28
 00Z 14 Nov 2017  0.00   30.81
 12Z 14 Nov 2017  0.00   22.71
 00Z 15 Nov 2017  0.00   17.92
 12Z 15 Nov 2017  1.62   30.63
 00Z 16 Nov 2017  2.66   28.38
 12Z 16 Nov 2017  0.00   11.19
 00Z 17 Nov 2017  0.00   14.70
 12Z 17 Nov 2017  0.00   19.60
 00Z 18 Nov 2017  0.00   12.35
 12Z 18 Nov 2017  224.62   12.46
 00Z 19 Nov 2017  0.00   9.38
 12Z 19 Nov 2017  0.00   18.13
 00Z 20 Nov 2017  0.00   12.72
 12Z 20 Nov 2017  0.00   18.45
 00Z 21 Nov 2017  0.00   22.93
 12Z 21 Nov 2017  0.00   10.16
 00Z 22 Nov 2017  51.60   18.41
 12Z 22 Nov 2017  0.00   16.34
 00Z 23 Nov 2017  513.80   25.53
 12Z 23 Nov 2017  0.00   20.34
 00Z 24 Nov 2017  0.00   16.17
 12Z 24 Nov 2017  0.00   8.70
 00Z 25 Nov 2017  0.00   12.95
 12Z 25 Nov 2017  0.00   11.20
 00Z 26 Nov 2017  0.00   13.46
 12Z 26 Nov 2017  0.00   15.53
 00Z 27 Nov 2017  0.00   21.90
 00Z 28 Nov 2017  0.00   10.54
 12Z 28 Nov 2017  0.00   8.95
 00Z 29 Nov 2017  0.00   15.19
 12Z 29 Nov 2017  0.00   23.10
 00Z 30 Nov 2017  0.00   20.41
 12Z 30 Nov 2017  0.00   25.45
 00Z 01 Dec 2017  0.00   22.79
 12Z 01 Dec 2017  0.00   25.06
 00Z 02 Dec 2017  0.00   27.45
 12Z 02 Dec 2017  0.00   23.10
 00Z 03 Dec 2017  37.93   30.32
 12Z 03 Dec 2017  281.36   36.90
 00Z 04 Dec 2017  61.32   34.66
 12Z 04 Dec 2017  8.98   25.30
 00Z 05 Dec 2017  0.00   20.81
 12Z 05 Dec 2017  29.86   23.35
 00Z 06 Dec 2017  0.00   25.35
 00Z 07 Dec 2017  512.87   34.64
 12Z 07 Dec 2017  0.29   23.92
 00Z 08 Dec 2017  201.55   19.81
 00Z 09 Dec 2017  885.79   30.40
 00Z 10 Dec 2017  0.00   14.34
 12Z 10 Dec 2017  0.00   18.05
 00Z 11 Dec 2017  0.00   11.64
 12Z 11 Dec 2017  0.00   9.50
 00Z 12 Dec 2017  0.00   8.33
 12Z 12 Dec 2017  0.00   13.77
 00Z 13 Dec 2017  0.00   15.10
 12Z 13 Dec 2017  0.00   18.83
 00Z 14 Dec 2017  0.00   33.81
 12Z 14 Dec 2017  0.00   23.54
 00Z 15 Dec 2017  0.00   20.21
 12Z 15 Dec 2017  0.00   25.88
 00Z 16 Dec 2017  0.00   26.10
 12Z 16 Dec 2017  0.24   28.57
 00Z 17 Dec 2017  368.74   51.51
 12Z 17 Dec 2017  0.00   15.50
 00Z 18 Dec 2017  0.00   13.32
 12Z 18 Dec 2017  0.00   14.13
 00Z 19 Dec 2017  0.00   21.85
 12Z 19 Dec 2017  0.00   31.99
 00Z 20 Dec 2017  0.00   29.06
 12Z 20 Dec 2017  0.00   27.32
 00Z 21 Dec 2017  25.06   28.31
 12Z 22 Dec 2017  1209.17   36.76
 00Z 23 Dec 2017  2783.53   39.22
