29 07 2017,  0.00, 25.35
30 07 2017,  0.00, 30.66
31 07 2017,  0.00, 26.56
01 08 2017,  0.00, 20.00
02 08 2017,  0.00, 12.43
04 08 2017,  0.00, 8.51
05 08 2017,  0.00, 7.21
06 08 2017,  0.00, 20.86
07 08 2017,  28.44, 24.63
08 08 2017,  0.00, 17.74
09 08 2017,  0.00, 16.68
10 08 2017,  0.07, 19.08
11 08 2017,  0.00, 35.39
12 08 2017,  0.00, 32.47
13 08 2017,  0.00, 6.76
14 08 2017,  0.00, 8.58
15 08 2017,  0.00, 15.31
16 08 2017,  0.00, 6.96
17 08 2017,  0.00, 13.22
18 08 2017,  0.00, 10.63
19 08 2017,  0.00, 23.37
20 08 2017,  0.00, 6.43
21 08 2017,  0.00, 6.46
22 08 2017,  0.00, 6.36
23 08 2017,  0.00, 18.45
24 08 2017,  4.53, 42.12
25 08 2017,  1.11, 45.45
26 08 2017,  0.00, 25.03
27 08 2017,  0.00, 21.51
28 08 2017,  27.11, 32.40
30 08 2017,  0.00, 11.09
31 08 2017,  0.00, 7.33
01 09 2017,  0.00, 28.43
02 09 2017,  477.04, 43.28
04 09 2017,  0.00, 18.59
05 09 2017,  0.00, 6.56
11 09 2017,  0.15, 25.16
14 09 2017,  0.00, 17.65
15 09 2017,  0.19, 12.01
18 09 2017,  0.00, 11.80
19 09 2017,  0.00, 8.83
20 09 2017,  0.00, 35.90
21 09 2017,  0.00, 32.27
22 09 2017,  0.00, 10.23
25 09 2017,  0.00, 23.37
26 09 2017,  0.00, 23.54
27 09 2017,  0.00, 15.80
28 09 2017,  6.27, 15.47
29 09 2017,  0.00, 23.01
02 10 2017,  186.71, 19.13
04 10 2017,  0.00, 16.62
06 10 2017,  0.00, 13.56
07 10 2017,  0.00, 8.49
08 10 2017,  0.00, 16.96
09 10 2017,  0.00, 19.01
10 10 2017,  0.00, 10.49
11 10 2017,  0.00, 15.88
12 10 2017,  0.00, 25.34
13 10 2017,  0.00, 17.69
14 10 2017,  0.00, 10.27
16 10 2017,  0.00, 12.09
17 10 2017,  0.00, 29.17
18 10 2017,  11.72, 20.82
20 10 2017,  0.00, 11.81
22 10 2017,  0.10, 7.18
23 10 2017,  0.00, 8.44
24 10 2017,  0.00, 15.68
25 10 2017,  0.00, 18.80
26 10 2017,  0.00, 23.68
27 10 2017,  112.40, 32.16
28 10 2017,  0.00, 15.18
29 10 2017,  437.16, 32.61
30 10 2017,  0.00, 7.23
31 10 2017,  0.00, 13.52
01 11 2017,  0.00, 19.76
02 11 2017,  0.00, 25.93
03 11 2017,  0.00, 19.80
04 11 2017,  0.00, 13.60
05 11 2017,  0.00, 18.74
07 11 2017,  7.42, 29.21
08 11 2017,  410.87, 31.78
09 11 2017,  0.00, 12.68
10 11 2017,  204.67, 17.81
12 11 2017,  0.00, 13.59
14 11 2017,  0.00, 22.71
15 11 2017,  1.62, 30.63
16 11 2017,  0.00, 11.19
17 11 2017,  0.00, 19.60
18 11 2017,  224.62, 12.46
19 11 2017,  0.00, 18.13
20 11 2017,  0.00, 18.45
21 11 2017,  0.00, 10.16
22 11 2017,  0.00, 16.34
23 11 2017,  0.00, 20.34
24 11 2017,  0.00, 8.70
25 11 2017,  0.00, 11.20
26 11 2017,  0.00, 15.53
28 11 2017,  0.00, 8.95
29 11 2017,  0.00, 23.10
30 11 2017,  0.00, 25.45
01 12 2017,  0.00, 25.06
02 12 2017,  0.00, 23.10
03 12 2017,  281.36, 36.90
04 12 2017,  8.98, 25.30
05 12 2017,  29.86, 23.35
07 12 2017,  0.29, 23.92
10 12 2017,  0.00, 18.05
11 12 2017,  0.00, 9.50
12 12 2017,  0.00, 13.77
13 12 2017,  0.00, 18.83
14 12 2017,  0.00, 23.54
15 12 2017,  0.00, 25.88
16 12 2017,  0.24, 28.57
17 12 2017,  0.00, 15.50
18 12 2017,  0.00, 14.13
19 12 2017,  0.00, 31.99
20 12 2017,  0.00, 27.32
22 12 2017,  1209.17, 36.76
23 12 2017,  51.13, 28.13
24 12 2017,  0.00, 7.96
25 12 2017,  0.00, 22.32
26 12 2017,  0.00, 22.54
27 12 2017,  58.52, 27.24
28 12 2017,  430.21, 22.65
29 12 2017,  348.14, 29.07
30 12 2017,  0.00, 26.58
31 12 2017,  0.00, 30.28
